Net Income (in millions),Close NASDQ,SPOT EXCHANGE RATE - EURO AREA,"UNITED KINGDOM -- SPOT EXCHANGE RATE, US$/POUND (1/RXI_N.B.UK)","JAPAN -- SPOT EXCHANGE RATE, YEN/US$","Market yield on U.S. Treasury securities at 10-year   constant maturity, quoted on investment basis",medical cpi,US CPI,US GDP,DPI US,industrial production,Inflation Rate,PCE US,PPI US,Unemployment,Commercial and Industral loans,Government investment,roa,roi,roe,R&D expenses,EPS
1,0.106771884,0.761142061,0.702397355,0.236363636,0.514745308,0.073523613,0.06876771,0.335539572,0.056342335,0.54346743,0.211111111,0.238870907,0.142974021,0.06164922,0.197343454,0.091094509,0.667313219,0.671750534,0.68339088,0.159016992,0.459149834
1,0.106101967,0.725626741,0.682832736,0.236786469,0.520107239,0.073591317,0.068772891,0.336210466,0.056438184,0.542200803,0.211111111,0.239674069,0.142552494,0.062011095,0.195287793,0.091596363,0.674706258,0.678886392,0.690273687,0.162750564,0.470907446
1,0.119696703,0.683844011,0.662717002,0.238900634,0.509383378,0.073659023,0.068778073,0.33688136,0.056534032,0.540934176,0.211111111,0.240477232,0.142130968,0.062372969,0.193232132,0.092098217,0.682099298,0.68602225,0.697156494,0.166484136,0.482665059
1,0.119480319,0.699860724,0.686690548,0.227061311,0.495978552,0.073726728,0.068783255,0.337552254,0.056629881,0.539667549,0.211111111,0.241280395,0.141709442,0.062734843,0.191176471,0.09260007,0.689492338,0.693158108,0.704039301,0.170217709,0.494422671
1,0.122181578,0.707520891,0.710388537,0.234883721,0.498659517,0.073794434,0.068788438,0.338223147,0.056725729,0.538400922,0.211111111,0.242083557,0.141287916,0.063096718,0.191176471,0.093101923,0.696885377,0.700293966,0.710922108,0.173951281,0.506180283
1,0.121133426,0.697075209,0.703775145,0.243551797,0.495978552,0.073794434,0.06879362,0.338894041,0.056821578,0.537134295,0.233333333,0.24288672,0.14086639,0.063096718,0.19194452,0.093603777,0.704278417,0.707429824,0.717804915,0.177684853,0.517937896
1,0.120983841,0.715877437,0.651694682,0.239323467,0.490616622,0.074415068,0.068798801,0.339564935,0.056917426,0.535867668,0.233333333,0.243689882,0.140444864,0.062710251,0.192712569,0.094105631,0.711671456,0.714565682,0.724687722,0.181418425,0.529695508
1,0.125641192,0.69637883,0.651419124,0.247991543,0.487935657,0.075035701,0.068803983,0.340235829,0.057013275,0.534601041,0.233333333,0.244493045,0.140023337,0.062323783,0.193480618,0.094607485,0.719064496,0.721701539,0.731570529,0.185151998,0.54145312
1,0.127711126,0.690807799,0.672912648,0.240591966,0.482573727,0.075656335,0.068803983,0.340906722,0.057013275,0.534601041,0.233333333,0.244493045,0.140023337,0.061937316,0.194248667,0.095109339,0.726457535,0.728837397,0.738453336,0.18888557,0.553210733
1,0.125955431,0.682799443,0.674841554,0.240591966,0.482573727,0.076276967,0.068678752,0.34157762,0.057191902,0.534583888,0.233333333,0.245569483,0.139985017,0.061550849,0.195016716,0.095611193,0.733850575,0.735973255,0.745336143,0.192619142,0.564968345
1,0.127963298,0.687674095,0.662717002,0.234672304,0.482573727,0.076897601,0.068553523,0.342248514,0.057370528,0.534566739,0.233333333,0.246645921,0.139946696,0.061164382,0.195784766,0.096113047,0.741243615,0.743109113,0.75221895,0.196352715,0.576725957
1,0.124287254,0.707520891,0.669605952,0.230021142,0.485254692,0.077518234,0.068428293,0.342919407,0.057549155,0.534549587,0.233333333,0.247722358,0.139908376,0.060777915,0.196552815,0.0966149,0.748636654,0.750244971,0.759101757,0.200086287,0.58848357
1,0.124371005,0.710306407,0.660788096,0.234672304,0.504021448,0.078138868,0.068303064,0.343590301,0.057727781,0.534532437,0.233333333,0.248798796,0.139870055,0.060391448,0.197320864,0.097116754,0.756029694,0.757380829,0.765984563,0.203819859,0.600241182
1,0.124997646,0.710306407,0.660788096,0.234672304,0.504021448,0.078759501,0.068177833,0.344261195,0.057906408,0.534515285,0.233333333,0.249875234,0.139831735,0.060004981,0.198088913,0.097618608,0.763422733,0.764516687,0.77286737,0.207553432,0.611998794
1,0.123141293,0.747910864,0.668228162,0.232135307,0.498659517,0.079380135,0.068052602,0.344932089,0.058085034,0.534498132,0.233333333,0.250951674,0.139793414,0.059618514,0.198856962,0.098120462,0.770815773,0.771652545,0.779750177,0.211287004,0.623756407
1,0.120162456,0.758356546,0.678423808,0.224735729,0.485254692,0.080000767,0.067927373,0.345602982,0.058263661,0.534480983,0.233333333,0.252028111,0.139755094,0.059232047,0.199625011,0.098622316,0.778208813,0.778788403,0.786632984,0.215020576,0.635514019
1,0.128355637,0.750696379,0.687241664,0.219238901,0.495978552,0.080621401,0.067802143,0.346273876,0.058442288,0.534463831,0.233333333,0.253104549,0.139716773,0.05884558,0.20039306,0.09912417,0.785601852,0.785924261,0.793515791,0.218754149,0.647271631
1,0.127367714,0.760097493,0.694130614,0.2,0.490616622,0.081242034,0.067676912,0.34694477,0.058620914,0.534446678,0.233333333,0.254180987,0.139678453,0.058459112,0.20116111,0.099626024,0.792994892,0.793060119,0.800398598,0.222487721,0.659029243
1,0.128112883,0.739902507,0.699366217,0.210782241,0.495978552,0.081862668,0.067551683,0.347615664,0.058799541,0.534429529,0.233333333,0.255257425,0.139640132,0.058072645,0.201929159,0.100127878,0.800387931,0.800195977,0.807281405,0.226221293,0.670786856
1,0.134865572,0.739902507,0.696886195,0.210147992,0.493297587,0.082483301,0.067426452,0.348286557,0.058978169,0.534412376,0.233333333,0.256333862,0.139601811,0.057686178,0.202697208,0.100629732,0.807780971,0.807331835,0.814164212,0.229954865,0.682544468
1,0.13532471,0.756615599,0.713144117,0.192389006,0.482573727,0.083103935,0.067301223,0.348957451,0.059156796,0.534395227,0.233333333,0.2574103,0.13956349,0.057299711,0.203465257,0.101131584,0.815174011,0.814467693,0.821047019,0.233688438,0.69430208
1,0.137375854,0.807799443,0.725544227,0.190697674,0.487935657,0.084345201,0.067050762,0.350299239,0.059514049,0.534360922,0.233333333,0.259563176,0.139486849,0.056526777,0.205001355,0.102135292,0.82256705,0.821603551,0.827929826,0.23742201,0.706059693
1,0.136374746,0.799094708,0.724717553,0.179281184,0.482573727,0.084965834,0.066925533,0.350970133,0.059692675,0.534343773,0.233333333,0.260639613,0.139448529,0.05614031,0.205769405,0.102637146,0.82996009,0.828739409,0.834812633,0.241155582,0.717817305
1,0.139558665,0.787604457,0.696610637,0.182029598,0.487935657,0.085586468,0.066800302,0.351641026,0.059871302,0.53432662,0.233333333,0.261716053,0.139410208,0.055753843,0.206537454,0.103139,0.837353129,0.835875267,0.84169544,0.244889154,0.729574917
1,0.131281779,0.780640669,0.753100028,0.195137421,0.495978552,0.086207101,0.066675071,0.35231192,0.060049929,0.534309468,0.233333333,0.262792491,0.139371887,0.055367376,0.207305503,0.103640854,0.844746169,0.843011125,0.848578247,0.248622727,0.741332529
1,0.135946664,0.794568245,0.772389088,0.206765328,0.509383378,0.086827734,0.066549842,0.352982814,0.060228555,0.534292319,0.233333333,0.263868928,0.139333567,0.054980909,0.207305503,0.104142708,0.852139208,0.850146983,0.855461054,0.252356299,0.753090142
1,0.133464591,0.798746518,0.77211353,0.197885835,0.495978552,0.086827734,0.066424612,0.353653708,0.060407182,0.534275166,0.222222222,0.264945366,0.139295246,0.054980909,0.208028373,0.104644562,0.859532248,0.857282841,0.862343861,0.256089871,0.764847754
1,0.126669589,0.777158774,0.76109121,0.217336152,0.495978552,0.087903123,0.066299383,0.354324601,0.060585808,0.534258017,0.222222222,0.266021804,0.139256926,0.054881187,0.208751242,0.105146414,0.866925288,0.864418699,0.869226668,0.259823443,0.776605366
1,0.125431378,0.767409471,0.75695784,0.216490486,0.493297587,0.088978511,0.066174152,0.354995495,0.060764435,0.534240864,0.222222222,0.267098242,0.139218605,0.054781465,0.209474112,0.105648268,0.874318327,0.871554557,0.876109475,0.263557016,0.788362979
1,0.126764596,0.756267409,0.738219895,0.207188161,0.485254692,0.090053899,0.066174152,0.355666389,0.060764435,0.534240864,0.222222222,0.267098242,0.139218605,0.054681743,0.210196982,0.106150122,0.881711367,0.878690415,0.882992282,0.267290588,0.800120591
1,0.130195037,0.756963788,0.751997796,0.215221987,0.495978552,0.091129288,0.067334042,0.356337283,0.061573919,0.533476079,0.222222222,0.267259874,0.146077987,0.054582021,0.210919852,0.106651976,0.889104406,0.885826273,0.889875089,0.27102416,0.811878203
1,0.132758013,0.746866295,0.734086525,0.233192389,0.498659517,0.092204676,0.068493931,0.357008176,0.062383403,0.532711297,0.222222222,0.267421506,0.152937367,0.054482299,0.211642722,0.10715383,0.896497446,0.892962131,0.896757896,0.274757733,0.823635815
1,0.136051089,0.761142061,0.732984293,0.228752643,0.501340483,0.093280064,0.069653819,0.35767907,0.063192886,0.531946512,0.222222222,0.267583139,0.159796748,0.054382577,0.212365591,0.107655684,0.903890485,0.900097989,0.903640703,0.278491305,0.835393428
1,0.134850504,0.734331476,0.721961973,0.234672304,0.504021448,0.094355452,0.070813709,0.358349964,0.06400237,0.531181727,0.222222222,0.267744771,0.166656128,0.054282855,0.213088461,0.108157538,0.911283525,0.907233846,0.91052351,0.282224877,0.84715104
1,0.136118807,0.747214485,0.733535409,0.225581395,0.493297587,0.095430841,0.071973599,0.359020858,0.064811854,0.530416945,0.222222222,0.267906404,0.17351551,0.054183133,0.213811331,0.108659392,0.918676565,0.914369704,0.917406317,0.28595845,0.858908652
1,0.134305731,0.752785515,0.75420226,0.212262156,0.490616622,0.096506229,0.073133489,0.359691752,0.065621338,0.52965216,0.222222222,0.268068036,0.18037489,0.054083411,0.214534201,0.109161246,0.926069604,0.921505562,0.924289124,0.289692022,0.870666264
1,0.141837494,0.752785515,0.720033067,0.214799154,0.490616622,0.097581617,0.074293378,0.360362645,0.066430822,0.528887375,0.222222222,0.268229668,0.187234271,0.053983689,0.215257071,0.109663099,0.933462644,0.92864142,0.931171931,0.293425594,0.882423877
1,0.147311498,0.76183844,0.742628823,0.208879493,0.501340483,0.098657007,0.075453266,0.361033539,0.067240306,0.528122593,0.222222222,0.268391301,0.194093651,0.053883967,0.21597994,0.110164953,0.940855683,0.935777278,0.938054737,0.297159166,0.894181489
1,0.144403273,0.76810585,0.731055387,0.221141649,0.520107239,0.099732395,0.076613156,0.361704433,0.06804979,0.527357808,0.222222222,0.268552933,0.200953033,0.053784245,0.21670281,0.110666807,0.948248723,0.942913136,0.944937544,0.300892739,0.905939101
1,0.144131346,0.788649025,0.745384403,0.22769556,0.528150134,0.100807783,0.077773046,0.362375327,0.068859273,0.526593023,0.222222222,0.268714566,0.207812413,0.053684523,0.21742568,0.111168661,0.955641762,0.950048994,0.951820351,0.304626311,0.917696714
1,0.144545323,0.78551532,0.735464315,0.230443975,0.525469169,0.101883171,0.078932936,0.36304622,0.069668756,0.525828241,0.222222222,0.268876196,0.214671794,0.053584801,0.21814855,0.111670515,0.963034802,0.957184852,0.958703158,0.308359883,0.929454326
1,0.144037258,0.77402507,0.737393221,0.227906977,0.525469169,0.10295856,0.080092825,0.363717114,0.070478239,0.525063456,0.222222222,0.269037829,0.221531175,0.053485079,0.21887142,0.112172369,0.970427842,0.96432071,0.965585965,0.312093455,0.941211938
1,0.141806438,0.783774373,0.734637641,0.225792812,0.522788204,0.105109336,0.082412603,0.365058905,0.072097207,0.523533889,0.222222222,0.269361094,0.235249936,0.053285635,0.221040029,0.113176077,0.977820881,0.971456568,0.972468772,0.315827028,0.952969551
1,0.142097155,0.795961003,0.744006613,0.227484144,0.509383378,0.106184725,0.083572493,0.365729799,0.072906691,0.522769104,0.222222222,0.269522726,0.242109317,0.053185913,0.221762899,0.113677929,0.985213921,0.978592426,0.979351579,0.3195606,0.964727163
1,0.143115215,0.813370474,0.75695784,0.218393235,0.512064343,0.107260113,0.084732383,0.366400693,0.073716175,0.522004319,0.222222222,0.269684358,0.248968698,0.053086191,0.222485769,0.114179783,0.99260696,0.985728284,0.986234386,0.323294172,0.976484775
1,0.138714723,0.837743733,0.778726922,0.215010571,0.504021448,0.108335501,0.085892272,0.367071587,0.074525659,0.521239537,0.222222222,0.269845991,0.255828079,0.052986469,0.222485769,0.114681637,1,0.992864142,0.993117193,0.327027744,0.988242388
0.31214968,0.148453738,0.847493036,0.797189308,0.20422833,0.520107239,0.109410889,0.08821205,0.368413374,0.076144626,0.519709967,0.222222222,0.270169256,0.26954684,0.052886747,0.221762899,0.115685345,1,1,1,0.330761317,1
0.31214968,0.1539701,0.840529248,0.776798016,0.206342495,0.514745308,0.109863952,0.08937194,0.369084268,0.07695411,0.518945185,0.222222222,0.270330888,0.276406221,0.052976714,0.221401464,0.116187199,0.993292234,1,1,0.330761317,1
0.31214968,0.155134943,0.852367688,0.781482502,0.216913319,0.520107239,0.110317014,0.09053183,0.369755162,0.077763594,0.5181804,0.222222222,0.27049252,0.283265602,0.053066681,0.221040029,0.116689053,0.986584468,0.99327396,0.993329717,0.326015532,0.98914682
0.31214968,0.160653189,0.843662953,0.787820336,0.225369979,0.522788204,0.110770077,0.09053183,0.370426055,0.077763594,0.5181804,0.222222222,0.27049252,0.283265602,0.053156648,0.220678594,0.117190907,0.979876702,0.98654792,0.986659434,0.321269746,0.978293639
0.31214968,0.162613047,0.820682451,0.788922568,0.223255814,0.528150134,0.111223139,0.091502578,0.371096949,0.077977075,0.52115432,0.222222222,0.27082495,0.28311232,0.053246615,0.220317159,0.117692759,0.973168936,0.97982188,0.979989151,0.316523961,0.967440458
0.31214968,0.163195445,0.802924791,0.775695784,0.212473573,0.544235925,0.111676201,0.092473327,0.371767843,0.078190555,0.52412824,0.222222222,0.271157379,0.282959038,0.053336582,0.219955724,0.118194613,0.96646117,0.97309584,0.973318868,0.311778176,0.956587278
0.31214968,0.162253602,0.81545961,0.774317994,0.189429175,0.544235925,0.112129264,0.093444076,0.372438737,0.078404036,0.52710216,0.222222222,0.271489808,0.282805755,0.053426549,0.219594289,0.118696467,0.959753404,0.9663698,0.966648585,0.307032391,0.945734097
0.31214968,0.167730454,0.842270195,0.782584734,0.186680761,0.54155496,0.112582326,0.094414824,0.37310963,0.078617517,0.530076079,0.222222222,0.271822238,0.282652473,0.053516516,0.219232854,0.119198321,0.953045638,0.95964376,0.959978302,0.302286605,0.934880916
0.31214968,0.172367131,0.875348189,0.822816203,0.184143763,0.544235925,0.113035389,0.095385573,0.373780524,0.078830997,0.533049999,0.222222222,0.272154667,0.28249919,0.053606484,0.21887142,0.119700175,0.946337872,0.95291772,0.946637736,0.29754082,0.924027736
0.31214968,0.168851055,0.915041783,0.846238633,0.173784355,0.54155496,0.113941513,0.097327072,0.375122312,0.079257959,0.538997839,0.222222222,0.272819526,0.282192626,0.053786418,0.21814855,0.120059025,0.939630106,0.946191681,0.939967453,0.292795035,0.913174555
0.31214968,0.175869056,0.909818942,0.860016533,0.175264271,0.549597855,0.114394575,0.098297821,0.375122312,0.079471439,0.541971759,0.222222222,0.273151955,0.282039343,0.053876385,0.217787115,0.120417875,0.93292234,0.939465641,0.93329717,0.28804925,0.902321375
0.31214968,0.175659242,0.912952646,0.877927804,0.176744186,0.563002681,0.114847637,0.09926857,0.375802427,0.07968492,0.544945679,0.222222222,0.273484385,0.281886061,0.053966352,0.21742568,0.120776725,0.926214574,0.932739601,0.926626887,0.283303465,0.891468194
0.31214968,0.179453814,0.912952646,0.869109948,0.169978858,0.568364611,0.115300699,0.100239318,0.37648254,0.079898401,0.547919598,0.222222222,0.273816814,0.281732779,0.054056319,0.217064245,0.121135575,0.919506808,0.926013561,0.919956603,0.27855768,0.880615014
0.31214968,0.186195202,0.910167131,0.893083494,0.182452431,0.573726542,0.115753762,0.101210067,0.377162655,0.080111881,0.550893521,0.222222222,0.274149243,0.281579497,0.054146286,0.21670281,0.121494425,0.912799042,0.919287521,0.913286321,0.273811895,0.869761833
0.31214968,0.191112259,0.926532033,0.899696886,0.167864693,0.565683646,0.116206824,0.102180816,0.377842768,0.080325362,0.553867441,0.222222222,0.274481673,0.281426215,0.054236253,0.216341375,0.121853276,0.906091276,0.912561481,0.906616038,0.269066109,0.858908652
0.31214968,0.186856666,0.965877437,0.963075227,0.140169133,0.571045576,0.116659887,0.103151564,0.378522883,0.080538843,0.556841361,0.222222222,0.274814102,0.281272933,0.054326221,0.21597994,0.122212125,0.89938351,0.905835441,0.899945754,0.264320324,0.848055472
0.31214968,0.186489732,1,0.981262056,0.130655391,0.565683646,0.117112949,0.104122313,0.379202996,0.080752323,0.559815281,0.222222222,0.275146531,0.28111965,0.054416188,0.215618505,0.122570976,0.892675744,0.899109401,0.893275472,0.259574539,0.837202291
0.31214968,0.195391375,0.977019499,0.957839625,0.123890063,0.573726542,0.117566011,0.105093062,0.379883111,0.080965804,0.5627892,0.222222222,0.275478961,0.280966368,0.054506155,0.215257071,0.122929825,0.885967977,0.892383361,0.886605188,0.254828754,0.826349111
0.31214968,0.19169746,0.95264624,0.920088179,0.139534884,0.584450402,0.118019074,0.106063812,0.380563224,0.081179285,0.56576312,0.222222222,0.27581139,0.280813086,0.054596122,0.214895636,0.123288676,0.879260211,0.885657321,0.879934905,0.250082968,0.81549593
0.31214968,0.185673033,0.965877437,0.942683935,0.134883721,0.592493298,0.118472136,0.107034561,0.381243339,0.081392764,0.56873704,0.222222222,0.276143819,0.280659804,0.054686089,0.214895636,0.123647525,0.872552445,0.878931281,0.873264623,0.245337183,0.80464275
0.31214968,0.186519824,0.979108635,0.960870763,0.143551797,0.589812332,0.118925199,0.10800531,0.381923452,0.081606246,0.57171096,0.222222222,0.276476249,0.280506522,0.054776056,0.21600253,0.124006376,0.865844679,0.872205241,0.866594339,0.240591398,0.793789569
0.31214968,0.184109281,0.997910864,0.97657757,0.14756871,0.605898123,0.118925199,0.108976058,0.382603567,0.081819727,0.57468488,0.233333333,0.276808678,0.280353239,0.054776056,0.217109424,0.124365225,0.859136913,0.865479201,0.859924056,0.235845613,0.782936388
0.31214968,0.170475036,0.985376045,0.943235051,0.166596195,0.621983914,0.119759105,0.109946807,0.383283679,0.082033206,0.5776588,0.233333333,0.277141108,0.280199957,0.05445413,0.218216319,0.124724076,0.852429147,0.858753161,0.853253773,0.231099828,0.772083208
0.31214968,0.144749487,0.975626741,0.914577018,0.160042283,0.603217158,0.12059301,0.110917556,0.383963795,0.082246688,0.580632719,0.233333333,0.277473537,0.280046674,0.054132205,0.219323213,0.125082925,0.845721381,0.852027122,0.84658349,0.226354042,0.761230027
0.31214968,0.158707435,0.962743733,0.8950124,0.140803383,0.608579088,0.121426916,0.110917556,0.384643907,0.082246688,0.580632719,0.233333333,0.277473537,0.280046674,0.053810279,0.220430108,0.125441776,0.839013615,0.845301082,0.839913207,0.221608257,0.750376847
0.31214968,0.152695228,0.927924791,0.87572334,0.14820296,0.621983914,0.122260821,0.111403793,0.385324023,0.082627467,0.580969263,0.233333333,0.278032585,0.280084995,0.053488353,0.221537002,0.125800625,0.832305849,0.838575042,0.833242924,0.216862472,0.739523666
0.31214968,0.12683801,0.912952646,0.885092312,0.136997886,0.624664879,0.123094727,0.111890031,0.386004135,0.083008246,0.581305804,0.233333333,0.278591633,0.280123315,0.053166427,0.222643896,0.126159476,0.825598083,0.831849002,0.826572641,0.212116687,0.728670486
0.31214968,0.135995592,0.908774373,0.851749793,0.125158562,0.619302949,0.123928632,0.11237627,0.386684251,0.083389028,0.581642348,0.233333333,0.27915068,0.280161636,0.052844502,0.223750791,0.126518326,0.818890317,0.825122962,0.819902358,0.207370901,0.717817305
0.31214968,0.146107192,0.923050139,0.858914301,0.131078224,0.627345845,0.124762538,0.112862508,0.387364363,0.083769807,0.581978891,0.233333333,0.279709728,0.280199957,0.052522576,0.224857685,0.126877176,0.812182551,0.818396922,0.813232075,0.202625116,0.706964124
0.31214968,0.149075646,0.956476323,0.878754478,0.107188161,0.619302949,0.125596443,0.113348746,0.388044479,0.084150586,0.582315432,0.233333333,0.280268776,0.280238277,0.05220065,0.225964579,0.127236026,0.805474785,0.811670882,0.806561792,0.197879331,0.696110943
0.31214968,0.161317455,0.967966574,0.896114632,0.094714588,0.64075067,0.126430349,0.113834983,0.388724591,0.084531366,0.582651976,0.233333333,0.280827824,0.280276598,0.051878725,0.227071474,0.127594876,0.798767019,0.804944842,0.799891509,0.193133546,0.685257763
0.31214968,0.171931515,0.997910864,0.925323781,0.081183932,0.638069705,0.127264254,0.114321223,0.389404707,0.084912147,0.58298852,0.233333333,0.281386873,0.280314918,0.051556799,0.228178368,0.127953726,0.792059253,0.798218802,0.793221226,0.18838776,0.674404582
0.31214968,0.170335788,0.983983287,0.923670433,0.075687104,0.63002681,0.12809816,0.11480746,0.390084819,0.085292926,0.583325061,0.233333333,0.281945919,0.280353239,0.051234873,0.229285262,0.128312577,0.785351487,0.791492762,0.786550943,0.183641975,0.663551402
0.31214968,0.16985028,0.951253482,0.91430146,0.099577167,0.632707775,0.129765971,0.115779936,0.391445051,0.086054485,0.583998148,0.233333333,0.283064015,0.28042988,0.050591022,0.231499051,0.129030277,0.778643721,0.784766722,0.77988066,0.17889619,0.652698221
0.31214968,0.168337339,0.939415042,0.89363461,0.108245243,0.648793566,0.130599876,0.116266175,0.392125163,0.086435266,0.584334689,0.233333333,0.283623064,0.280468201,0.050269096,0.232605946,0.129747977,0.771935955,0.778040682,0.773210377,0.174150405,0.641845041
0.31214968,0.167571451,0.943593315,0.891705704,0.093868922,0.643431635,0.131433782,0.116752413,0.392805279,0.086816045,0.584671233,0.233333333,0.284182112,0.280506522,0.04994717,0.23371284,0.130106826,0.765228189,0.771314642,0.766540094,0.16940462,0.63099186
0.31214968,0.179548867,0.933844011,0.902728024,0.087103594,0.632707775,0.132267687,0.11723865,0.393485391,0.087196825,0.585007776,0.233333333,0.28474116,0.280544842,0.049625244,0.234819734,0.130465677,0.758520423,0.764588602,0.759869811,0.164658834,0.620138679
0.31214968,0.187458819,0.933147632,0.895287958,0.093868922,0.627345845,0.133101593,0.117724888,0.394165507,0.087577604,0.585344317,0.233333333,0.285300206,0.280583163,0.049303319,0.235926629,0.130824526,0.751812657,0.757862563,0.753199528,0.159913049,0.609285499
0.31214968,0.178886485,0.913300836,0.88261229,0.104651163,0.638069705,0.133935498,0.118211128,0.394845619,0.087958385,0.585680861,0.233333333,0.285859255,0.280621483,0.048981393,0.237033523,0.131183377,0.745104891,0.751136523,0.746529245,0.155167264,0.598432318
0.31214968,0.173491454,0.903551532,0.851749793,0.086680761,0.63002681,0.134769404,0.118697365,0.395525735,0.088339164,0.586017405,0.233333333,0.286418303,0.280659804,0.048659467,0.238140417,0.131901077,0.738397125,0.744410483,0.739858962,0.150421479,0.587579138
0.31214968,0.164793056,0.905292479,0.841003031,0.092811839,0.613941019,0.135603309,0.119183603,0.396205847,0.088719944,0.586353946,0.255555556,0.286977351,0.280698124,0.048337542,0.238140417,0.132259926,0.731689359,0.737684443,0.733188679,0.145675693,0.576725957
0.31214968,0.172066996,0.939415042,0.844860843,0.066173362,0.627345845,0.136437215,0.11966984,0.396885963,0.089100723,0.586690489,0.255555556,0.287536399,0.280736445,0.048015616,0.239337671,0.132618777,0.724981593,0.730958403,0.726518396,0.140929908,0.565872777
0.31214968,0.178920343,0.944986072,0.86883439,0.072938689,0.632707775,0.136437215,0.12015608,0.397566075,0.089481504,0.587027033,0.255555556,0.288095446,0.280774765,0.048015616,0.240534924,0.132977627,0.718273827,0.724232363,0.719848113,0.136184123,0.555019596
0.31214968,0.182806155,0.974582173,0.87710113,0.074207188,0.632707775,0.136718757,0.120642318,0.398246191,0.089862284,0.587363574,0.255555556,0.288654494,0.280813086,0.047807125,0.241732177,0.133336477,0.711566061,0.717506323,0.71317783,0.131438338,0.544166415
0.31214968,0.185124493,0.968314763,0.877652246,0.07230444,0.63538874,0.137000299,0.121128555,0.398926303,0.090243063,0.587700118,0.255555556,0.289213542,0.280851406,0.047598634,0.24292943,0.133695327,0.704858295,0.710780283,0.706507547,0.126692553,0.533313235
0.31214968,0.188069472,0.939415042,0.860016533,0.075264271,0.627345845,0.13728184,0.121128555,0.399606418,0.090243063,0.587700118,0.255555556,0.289213542,0.280851406,0.047390143,0.244126683,0.134054177,0.698150529,0.704054243,0.699837264,0.121946767,0.522460054
0.31214968,0.200569976,0.943593315,0.870763296,0.089217759,0.638069705,0.137563382,0.121985302,0.400286531,0.090537578,0.58976259,0.255555556,0.289685942,0.280008354,0.047181652,0.245323936,0.134413027,0.691442763,0.697328203,0.693166981,0.117200983,0.511606874
0.31214968,0.203158312,0.940807799,0.880407826,0.084566596,0.63002681,0.137844924,0.122842048,0.400966646,0.090832096,0.591825062,0.255555556,0.290158341,0.279165302,0.046973161,0.246521189,0.134771878,0.684734997,0.690602163,0.686496698,0.112455197,0.500753693
0.31214968,0.195884372,0.968662953,0.904932488,0.087103594,0.621983914,0.138126466,0.123698794,0.401646759,0.091126611,0.593887534,0.255555556,0.290630741,0.278322249,0.04676467,0.247718442,0.135130727,0.678027231,0.683876123,0.679826415,0.107709412,0.489900513
0.31214968,0.194548351,0.956128134,0.89363461,0.077167019,0.613941019,0.138408008,0.124555541,0.402326874,0.091421128,0.595950006,0.255555556,0.291103141,0.277479197,0.046556179,0.248915695,0.135489578,0.671319465,0.677150083,0.673156131,0.102963627,0.479047332
0.31214968,0.193130463,0.941852368,0.8950124,0.075052854,0.616621984,0.138689549,0.125412287,0.403006987,0.091715644,0.598012479,0.255555556,0.29157554,0.276636145,0.046347688,0.250112948,0.135848427,0.664611698,0.670424043,0.666485848,0.098217842,0.468194151
0.31214968,0.193153985,0.927576602,0.886194544,0.075687104,0.624664879,0.138971091,0.126269034,0.403687102,0.092010159,0.600074954,0.255555556,0.29204794,0.275793092,0.046139198,0.251310201,0.136207278,0.657903932,0.663698003,0.659815565,0.093472056,0.457340971
0.31214968,0.180193378,0.944637883,0.917332599,0.069978858,0.624664879,0.139252633,0.12712578,0.404367215,0.092304677,0.602137426,0.255555556,0.292520339,0.27495004,0.045930707,0.252507455,0.136566127,0.651196166,0.656971964,0.653145282,0.088726271,0.44648779
0.31214968,0.182080741,0.924442897,0.912096996,0.082452431,0.63538874,0.139534176,0.127982526,0.40504733,0.092599192,0.604199898,0.255555556,0.292992739,0.274106987,0.045722216,0.253704708,0.136924978,0.6444884,0.650245924,0.646474999,0.083980486,0.43563461
0.31214968,0.180292152,0.923398329,0.926150455,0.079915433,0.63538874,0.139815718,0.128839273,0.405727446,0.092893708,0.60626237,0.255555556,0.293465139,0.273263935,0.045513725,0.254901961,0.137283827,0.637780634,0.643519884,0.639804716,0.079234701,0.424781429
0.31214968,0.163487127,0.938022284,0.935519427,0.05961945,0.619302949,0.14009726,0.129696019,0.406407558,0.093188225,0.608324842,0.255555556,0.293937538,0.272420883,0.045305234,0.256099214,0.137642678,0.631072868,0.636793844,0.633134433,0.074488916,0.413928249
0.31214968,0.147114869,0.955431755,0.950124001,0.048837209,0.616621984,0.140378801,0.130552764,0.407087674,0.09348274,0.610387314,0.255555556,0.294409938,0.27157783,0.045096743,0.257296467,0.138001527,0.624365102,0.630067804,0.62646415,0.06974313,0.403075068
0.31214968,0.168554688,0.983286908,0.973546432,0.05243129,0.624664879,0.140660343,0.13140951,0.407767786,0.093777258,0.612449787,0.255555556,0.294882338,0.270734777,0.044888252,0.25849372,0.138360378,0.617657336,0.623341764,0.619793867,0.064997345,0.392221887
0.31214968,0.148633461,0.972841226,0.952879581,0.067653277,0.605898123,0.140941885,0.132266257,0.408447902,0.094071773,0.614512259,0.255555556,0.295354737,0.269891725,0.044679761,0.259690973,0.138719227,0.61094957,0.616615724,0.613123584,0.06025156,0.381368707
